Load_kW
" 17,980 "
" 17,099 "
" 17,763 "
" 18,478 "
" 18,210 "
" 18,106 "
" 17,840 "
" 17,551 "
" 17,855 "
" 18,820 "
" 18,232 "
" 18,292 "
" 18,570 "
" 19,057 "
" 18,501 "
" 19,302 "
" 19,451 "
" 19,197 "
" 18,899 "
" 18,047 "
" 17,097 "
" 18,100 "
" 19,348 "
" 18,557 "
" 17,705 "
" 17,797 "
" 17,678 "
" 17,719 "
" 17,398 "
" 17,121 "
" 17,101 "
" 17,471 "
" 17,088 "
" 17,372 "
" 18,586 "
" 19,064 "
" 19,100 "
" 18,886 "
" 19,274 "
" 19,590 "
" 19,650 "
" 19,527 "
" 19,168 "
" 18,130 "
" 17,944 "
" 19,039 "
" 18,449 "
" 18,399 "
" 18,708 "
" 18,378 "
" 18,308 "
" 18,516 "
" 17,987 "
